# mapping_set_id: https://w3id.org/lmodel/iso22989/mappings/iso22989_to_nist_ai_100_1
# mapping_set_version: 0.1.0
# mapping_set_title: ISO/IEC 22989:2022 to NIST AI 100-1 (AI RMF 1.0) Schema Mappings
# mapping_set_description: Schema-level mappings between the ISO/IEC 22989:2022 (Artificial intelligence concepts and terminology) and NIST AI 100-1 (AI Risk Management Framework 1.0) LinkML schemas. Both standards share an AI-system-centred conceptual model; mappings align lifecycle stages, actor roles, risk and harm constructs, and bias categories.
# license: https://creativecommons.org/licenses/by/4.0/
# subject_source: https://w3id.org/lmodel/iso22989
# object_source: https://w3id.org/lmodel/nist-ai-100-1
# mapping_date: 2026-06-01
# curie_map:
#   iso22989: https://w3id.org/lmodel/iso22989/
#   nist_ai_100_1: https://w3id.org/lmodel/nist-ai-100-1/
#   owl: http://www.w3.org/2002/07/owl#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
subject_id	subject_label	subject_category	predicate_id	predicate_label	object_id	object_label	object_category	mapping_justification	comment
iso22989:AIStakeholderRole	AIStakeholderRole	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiActor	AiActor	owl:Class	semapv:LLMBasedMatching	ISO/IEC 22989 stakeholder role and NIST AI actor refer to the same role-played-in-AI-context concept.
iso22989:AIStakeholderRoleType	AIStakeholderRoleType	skos:ConceptScheme	skos:closeMatch	close match	nist_ai_100_1:AiActorTaskEnum	AiActorTaskEnum	skos:ConceptScheme	semapv:LLMBasedMatching	Both enumerate roles or tasks performed by actors involved in AI systems.
iso22989:AISubject	AISubject	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiActorTaskEnum#AFFECTED_INDIVIDUALS_OR_COMMUNITIES	AFFECTED_INDIVIDUALS_OR_COMMUNITIES	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 AI subject corresponds to NIST's affected-individuals-or-communities actor.
iso22989:AIUser	AIUser	owl:Class	skos:exactMatch	exact match	nist_ai_100_1:AiActorTaskEnum#END_USERS	END_USERS	skos:Concept	semapv:LLMBasedMatching	Both refer to end users of an AI system.
iso22989:RelevantAuthority	RelevantAuthority	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiActorTaskEnum#GOVERNANCE_AND_OVERSIGHT	GOVERNANCE_AND_OVERSIGHT	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 relevant authority aligns with NIST's governance-and-oversight actor role.
iso22989:AIPartner	AIPartner	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiActorTaskEnum#THIRD_PARTY_ENTITIES	THIRD_PARTY_ENTITIES	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 AI partner roles overlap with NIST third-party entities providing supporting services.
iso22989:AIAuditor	AIAuditor	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiActorTaskEnum#TEVV	TEVV	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 AI auditor performs test, evaluation, verification and validation similar to NIST's TEVV actor.
iso22989:RiskItem	RiskItem	owl:Class	skos:exactMatch	exact match	nist_ai_100_1:Risk	Risk	owl:Class	semapv:LLMBasedMatching	Both model risk associated with an AI system using source, event, consequence and likelihood.
iso22989:SocietalImpactCategory	SocietalImpactCategory	skos:ConceptScheme	skos:closeMatch	close match	nist_ai_100_1:HarmCategoryEnum	HarmCategoryEnum	skos:ConceptScheme	semapv:LLMBasedMatching	ISO/IEC 22989 societal impact categories overlap with NIST harm categories.
iso22989:BiasType	BiasType	skos:ConceptScheme	skos:closeMatch	close match	nist_ai_100_1:BiasCategoryEnum	BiasCategoryEnum	skos:ConceptScheme	semapv:LLMBasedMatching	Both enumerate categories of bias relevant to AI systems; ISO/IEC 22989 follows ISO/IEC TR 24027.
iso22989:DataProcess	DataProcess	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiSystemDimensionEnum#DATA_AND_INPUT	DATA_AND_INPUT	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 data-handling processes align with the NIST data-and-input system dimension.
iso22989:AIModel	AIModel	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiSystemDimensionEnum#AI_MODEL	AI_MODEL	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 AI model class corresponds to the NIST AI-model system dimension.
iso22989:Task	Task	owl:Class	skos:closeMatch	close match	nist_ai_100_1:AiSystemDimensionEnum#TASK_AND_OUTPUT	TASK_AND_OUTPUT	skos:Concept	semapv:LLMBasedMatching	ISO/IEC 22989 task class corresponds to the NIST task-and-output system dimension.
